# RIGHT SOLUTIONS A.I. - CHENDAI SYNTHESIS MAP (EXPANDED)
# FORMAT: [ID] | [TYPE] | [BASE_FREQ_HZ] | [HARMONIC_RATIOS] | [DECAY_SEC] | [NOISE_ATTACK_AMT] | [PITCH_BEND_AMT]
# NOTE: Harmonic Ratios are comma-separated multipliers of Base Freq.
# NOTE: Noise Attack is 0.0 (clean) to 1.0 (pure noise).
# NOTE: Pitch Bend is Hz drop over time (simulates skin stretching).

# --- SECTION 1: VALAM THALA (RIGHT SIDE - STICK) - THAAM FAMILY ---
# The main striking sounds - 300 variations

THAAM_400HZ_SOFT | STICK_CENTER | 400.0 | 1.5, 2.0 | 0.18 | 0.20 | 8.0
URUTTU_569HZ_FOLLOW | ROLL_STICK | 569.0 | 1.5, 2.2 | 0.145 | 0.34 | 10.8
URUTTU_570HZ_LEAD | ROLL_STICK | 570.0 | 1.5, 2.2, 3.0 | 0.120 | 0.30 | 17.0
URUTTU_570HZ_FOLLOW | ROLL_STICK | 570.0 | 1.5, 2.2 | 0.100 | 0.25 | 11.6
URUTTU_571HZ_LEAD | ROLL_STICK | 571.0 | 1.5, 2.2, 3.0 | 0.125 | 0.31 | 18.0
URUTTU_571HZ_FOLLOW | ROLL_STICK | 571.0 | 1.5, 2.2 | 0.105 | 0.26 | 12.4
URUTTU_572HZ_LEAD | ROLL_STICK | 572.0 | 1.5, 2.2, 3.0 | 0.130 | 0.32 | 19.0
URUTTU_572HZ_FOLLOW | ROLL_STICK | 572.0 | 1.5, 2.2 | 0.110 | 0.27 | 13.2
URUTTU_573HZ_LEAD | ROLL_STICK | 573.0 | 1.5, 2.2, 3.0 | 0.135 | 0.33 | 20.0
URUTTU_573HZ_FOLLOW | ROLL_STICK | 573.0 | 1.5, 2.2 | 0.115 | 0.28 | 14.0
URUTTU_574HZ_LEAD | ROLL_STICK | 574.0 | 1.5, 2.2, 3.0 | 0.140 | 0.34 | 21.0
URUTTU_574HZ_FOLLOW | ROLL_STICK | 574.0 | 1.5, 2.2 | 0.120 | 0.29 | 14.8
URUTTU_575HZ_LEAD | ROLL_STICK | 575.0 | 1.5, 2.2, 3.0 | 0.145 | 0.35 | 22.0
URUTTU_575HZ_FOLLOW | ROLL_STICK | 575.0 | 1.5, 2.2 | 0.125 | 0.30 | 15.6
URUTTU_576HZ_LEAD | ROLL_STICK | 576.0 | 1.5, 2.2, 3.0 | 0.150 | 0.36 | 15.0
URUTTU_576HZ_FOLLOW | ROLL_STICK | 576.0 | 1.5, 2.2 | 0.130 | 0.31 | 10.0
URUTTU_577HZ_LEAD | ROLL_STICK | 577.0 | 1.5, 2.2, 3.0 | 0.155 | 0.37 | 16.0
URUTTU_577HZ_FOLLOW | ROLL_STICK | 577.0 | 1.5, 2.2 | 0.135 | 0.32 | 10.8
URUTTU_578HZ_LEAD | ROLL_STICK | 578.0 | 1.5, 2.2, 3.0 | 0.160 | 0.38 | 17.0
URUTTU_578HZ_FOLLOW | ROLL_STICK | 578.0 | 1.5, 2.2 | 0.140 | 0.33 | 11.6
URUTTU_579HZ_LEAD | ROLL_STICK | 579.0 | 1.5, 2.2, 3.0 | 0.165 | 0.39 | 18.0
URUTTU_579HZ_FOLLOW | ROLL_STICK | 579.0 | 1.5, 2.2 | 0.145 | 0.34 | 12.4

# --- SECTION 5: EDAM THALA (LEFT SIDE - BASS/HAND) ---
# Deep, resonant bass sounds - 300 variations

DHEEM_140HZ_SOFT | BASS_OPEN | 140.0 | 1.6, 2.3 | 0.50 | 0.050 | 8.0
DHEEM_140HZ_MED | BASS_OPEN | 140.0 | 1.6, 2.3, 3.1 | 0.70 | 0.080 | 10.0
DHEEM_140HZ_FULL | BASS_OPEN | 140.0 | 1.6, 2.3, 3.1, 4.5 | 0.85 | 0.100 | 15.0
DHEEM_141HZ_SOFT | BASS_OPEN | 141.0 | 1.6, 2.3 | 0.53 | 0.053 | 8.5
DHEEM_141HZ_MED | BASS_OPEN | 141.0 | 1.6, 2.3, 3.1 | 0.74 | 0.085 | 10.8
DHEEM_141HZ_FULL | BASS_OPEN | 141.0 | 1.6, 2.3, 3.1, 4.5 | 0.90 | 0.108 | 16.2
DHEEM_142HZ_SOFT | BASS_OPEN | 142.0 | 1.6, 2.3 | 0.56 | 0.056 | 9.0
DHEEM_142HZ_MED | BASS_OPEN | 142.0 | 1.6, 2.3, 3.1 | 0.78 | 0.090 | 11.6
DHEEM_142HZ_FULL | BASS_OPEN | 142.0 | 1.6, 2.3, 3.1, 4.5 | 0.95 | 0.116 | 17.4
DHEEM_143HZ_SOFT | BASS_OPEN | 143.0 | 1.6, 2.3 | 0.59 | 0.059 | 9.5
DHEEM_143HZ_MED | BASS_OPEN | 143.0 | 1.6, 2.3, 3.1 | 0.82 | 0.095 | 12.4
DHEEM_143HZ_FULL | BASS_OPEN | 143.0 | 1.6, 2.3, 3.1, 4.5 | 1.00 | 0.124 | 18.6
DHEEM_144HZ_SOFT | BASS_OPEN | 144.0 | 1.6, 2.3 | 0.62 | 0.062 | 10.0
DHEEM_144HZ_MED | BASS_OPEN | 144.0 | 1.6, 2.3, 3.1 | 0.86 | 0.100 | 13.2
DHEEM_144HZ_FULL | BASS_OPEN | 144.0 | 1.6, 2.3, 3.1, 4.5 | 1.05 | 0.132 | 19.8
DHEEM_145HZ_SOFT | BASS_OPEN | 145.0 | 1.6, 2.3 | 0.65 | 0.065 | 10.5
DHEEM_145HZ_MED | BASS_OPEN | 145.0 | 1.6, 2.3, 3.1 | 0.90 | 0.105 | 14.0
DHEEM_145HZ_FULL | BASS_OPEN | 145.0 | 1.6, 2.3, 3.1, 4.5 | 1.10 | 0.140 | 21.0
DHEEM_146HZ_SOFT | BASS_OPEN | 146.0 | 1.6, 2.3 | 0.68 | 0.068 | 11.0
DHEEM_146HZ_MED | BASS_OPEN | 146.0 | 1.6, 2.3, 3.1 | 0.94 | 0.110 | 14.8
DHEEM_146HZ_FULL | BASS_OPEN | 146.0 | 1.6, 2.3, 3.1, 4.5 | 1.15 | 0.148 | 22.2
DHEEM_147HZ_SOFT | BASS_OPEN | 147.0 | 1.6, 2.3 | 0.71 | 0.071 | 11.5
DHEEM_147HZ_MED | BASS_OPEN | 147.0 | 1.6, 2.3, 3.1 | 0.98 | 0.115 | 15.6
DHEEM_147HZ_FULL | BASS_OPEN | 147.0 | 1.6, 2.3, 3.1, 4.5 | 1.20 | 0.156 | 23.4
DHEEM_148HZ_SOFT | BASS_OPEN | 148.0 | 1.6, 2.3 | 0.74 | 0.074 | 8.0
DHEEM_148HZ_MED | BASS_OPEN | 148.0 | 1.6, 2.3, 3.1 | 1.02 | 0.120 | 10.0
DHEEM_148HZ_FULL | BASS_OPEN | 148.0 | 1.6, 2.3, 3.1, 4.5 | 1.25 | 0.164 | 15.0
DHEEM_149HZ_SOFT | BASS_OPEN | 149.0 | 1.6, 2.3 | 0.77 | 0.077 | 8.5
DHEEM_149HZ_MED | BASS_OPEN | 149.0 | 1.6, 2.3, 3.1 | 1.06 | 0.125 | 10.8
DHEEM_149HZ_FULL | BASS_OPEN | 149.0 | 1.6, 2.3, 3.1, 4.5 | 1.30 | 0.172 | 16.2
DHEEM_150HZ_SOFT | BASS_OPEN | 150.0 | 1.6, 2.3 | 0.80 | 0.050 | 9.0
DHEEM_150HZ_MED | BASS_OPEN | 150.0 | 1.6, 2.3, 3.1 | 1.10 | 0.080 | 11.6
DHEEM_150HZ_FULL | BASS_OPEN | 150.0 | 1.6, 2.3, 3.1, 4.5 | 1.35 | 0.100 | 17.4
DHEEM_151HZ_SOFT | BASS_OPEN | 151.0 | 1.6, 2.3 | 0.83 | 0.053 | 9.5
DHEEM_151HZ_MED | BASS_OPEN | 151.0 | 1.6, 2.3, 3.1 | 1.14 | 0.085 | 12.4
DHEEM_151HZ_FULL | BASS_OPEN | 151.0 | 1.6, 2.3, 3.1, 4.5 | 1.40 | 0.108 | 18.6
DHEEM_152HZ_SOFT | BASS_OPEN | 152.0 | 1.6, 2.3 | 0.50 | 0.056 | 10.0
DHEEM_152HZ_MED | BASS_OPEN | 152.0 | 1.6, 2.3, 3.1 | 0.70 | 0.090 | 13.2
DHEEM_152HZ_FULL | BASS_OPEN | 152.0 | 1.6, 2.3, 3.1, 4.5 | 0.85 | 0.116 | 19.8
DHEEM_153HZ_SOFT | BASS_OPEN | 153.0 | 1.6, 2.3 | 0.53 | 0.059 | 10.5
DHEEM_153HZ_MED | BASS_OPEN | 153.0 | 1.6, 2.3, 3.1 | 0.74 | 0.095 | 14.0
DHEEM_153HZ_FULL | BASS_OPEN | 153.0 | 1.6, 2.3, 3.1, 4.5 | 0.90 | 0.124 | 21.0
DHEEM_154HZ_SOFT | BASS_OPEN | 154.0 | 1.6, 2.3 | 0.56 | 0.062 | 11.0
DHEEM_154HZ_MED | BASS_OPEN | 154.0 | 1.6, 2.3, 3.1 | 0.78 | 0.100 | 14.8
DHEEM_154HZ_FULL | BASS_OPEN | 154.0 | 1.6, 2.3, 3.1, 4.5 | 0.95 | 0.132 | 22.2
DHEEM_155HZ_SOFT | BASS_OPEN | 155.0 | 1.6, 2.3 | 0.59 | 0.065 | 11.5
DHEEM_155HZ_MED | BASS_OPEN | 155.0 | 1.6, 2.3, 3.1 | 0.82 | 0.105 | 15.6
DHEEM_155HZ_FULL | BASS_OPEN | 155.0 | 1.6, 2.3, 3.1, 4.5 | 1.00 | 0.140 | 23.4
DHEEM_156HZ_SOFT | BASS_OPEN | 156.0 | 1.6, 2.3 | 0.62 | 0.068 | 8.0
DHEEM_156HZ_MED | BASS_OPEN | 156.0 | 1.6, 2.3, 3.1 | 0.86 | 0.110 | 10.0
DHEEM_156HZ_FULL | BASS_OPEN | 156.0 | 1.6, 2.3, 3.1, 4.5 | 1.05 | 0.148 | 15.0
DHEEM_157HZ_SOFT | BASS_OPEN | 157.0 | 1.6, 2.3 | 0.65 | 0.071 | 8.5
DHEEM_157HZ_MED | BASS_OPEN | 157.0 | 1.6, 2.3, 3.1 | 0.90 | 0.115 | 10.8
DHEEM_157HZ_FULL | BASS_OPEN | 157.0 | 1.6, 2.3, 3.1, 4.5 | 1.10 | 0.156 | 16.2
DHEEM_158HZ_SOFT | BASS_OPEN | 158.0 | 1.6, 2.3 | 0.68 | 0.074 | 9.0
DHEEM_158HZ_MED | BASS_OPEN | 158.0 | 1.6, 2.3, 3.1 | 0.94 | 0.120 | 11.6
DHEEM_158HZ_FULL | BASS_OPEN | 158.0 | 1.6, 2.3, 3.1, 4.5 | 1.15 | 0.164 | 17.4
DHEEM_159HZ_SOFT | BASS_OPEN | 159.0 | 1.6, 2.3 | 0.71 | 0.077 | 9.5
DHEEM_159HZ_MED | BASS_OPEN | 159.0 | 1.6, 2.3, 3.1 | 0.98 | 0.125 | 12.4
DHEEM_159HZ_FULL | BASS_OPEN | 159.0 | 1.6, 2.3, 3.1, 4.5 | 1.20 | 0.172 | 18.6
DHEEM_160HZ_SOFT | BASS_OPEN | 160.0 | 1.6, 2.3 | 0.74 | 0.050 | 10.0
DHEEM_160HZ_MED | BASS_OPEN | 160.0 | 1.6, 2.3, 3.1 | 1.02 | 0.080 | 13.2
DHEEM_160HZ_FULL | BASS_OPEN | 160.0 | 1.6, 2.3, 3.1, 4.5 | 1.25 | 0.100 | 19.8
DHEEM_161HZ_SOFT | BASS_OPEN | 161.0 | 1.6, 2.3 | 0.77 | 0.053 | 10.5
DHEEM_161HZ_MED | BASS_OPEN | 161.0 | 1.6, 2.3, 3.1 | 1.06 | 0.085 | 14.0
DHEEM_161HZ_FULL | BASS_OPEN | 161.0 | 1.6, 2.3, 3.1, 4.5 | 1.30 | 0.108 | 21.0
DHEEM_162HZ_SOFT | BASS_OPEN | 162.0 | 1.6, 2.3 | 0.80 | 0.056 | 11.0
DHEEM_162HZ_MED | BASS_OPEN | 162.0 | 1.6, 2.3, 3.1 | 1.10 | 0.090 | 14.8
DHEEM_162HZ_FULL | BASS_OPEN | 162.0 | 1.6, 2.3, 3.1, 4.5 | 1.35 | 0.116 | 22.2
DHEEM_163HZ_SOFT | BASS_OPEN | 163.0 | 1.6, 2.3 | 0.83 | 0.059 | 11.5
DHEEM_163HZ_MED | BASS_OPEN | 163.0 | 1.6, 2.3, 3.1 | 1.14 | 0.095 | 15.6
DHEEM_163HZ_FULL | BASS_OPEN | 163.0 | 1.6, 2.3, 3.1, 4.5 | 1.40 | 0.124 | 23.4
DHEEM_164HZ_SOFT | BASS_OPEN | 164.0 | 1.6, 2.3 | 0.50 | 0.062 | 8.0
DHEEM_164HZ_MED | BASS_OPEN | 164.0 | 1.6, 2.3, 3.1 | 0.70 | 0.100 | 10.0
DHEEM_164HZ_FULL | BASS_OPEN | 164.0 | 1.6, 2.3, 3.1, 4.5 | 0.85 | 0.132 | 15.0
DHEEM_165HZ_SOFT | BASS_OPEN | 165.0 | 1.6, 2.3 | 0.53 | 0.065 | 8.5
DHEEM_165HZ_MED | BASS_OPEN | 165.0 | 1.6, 2.3, 3.1 | 0.74 | 0.105 | 10.8
DHEEM_165HZ_FULL | BASS_OPEN | 165.0 | 1.6, 2.3, 3.1, 4.5 | 0.90 | 0.140 | 16.2
DHEEM_166HZ_SOFT | BASS_OPEN | 166.0 | 1.6, 2.3 | 0.56 | 0.068 | 9.0
DHEEM_166HZ_MED | BASS_OPEN | 166.0 | 1.6, 2.3, 3.1 | 0.78 | 0.110 | 11.6
DHEEM_166HZ_FULL | BASS_OPEN | 166.0 | 1.6, 2.3, 3.1, 4.5 | 0.95 | 0.148 | 17.4
DHEEM_167HZ_SOFT | BASS_OPEN | 167.0 | 1.6, 2.3 | 0.59 | 0.071 | 9.5
DHEEM_167HZ_MED | BASS_OPEN | 167.0 | 1.6, 2.3, 3.1 | 0.82 | 0.115 | 12.4
DHEEM_167HZ_FULL | BASS_OPEN | 167.0 | 1.6, 2.3, 3.1, 4.5 | 1.00 | 0.156 | 18.6
DHEEM_168HZ_SOFT | BASS_OPEN | 168.0 | 1.6, 2.3 | 0.62 | 0.074 | 10.0
DHEEM_168HZ_MED | BASS_OPEN | 168.0 | 1.6, 2.3, 3.1 | 0.86 | 0.120 | 13.2
DHEEM_168HZ_FULL | BASS_OPEN | 168.0 | 1.6, 2.3, 3.1, 4.5 | 1.05 | 0.164 | 19.8
DHEEM_169HZ_SOFT | BASS_OPEN | 169.0 | 1.6, 2.3 | 0.65 | 0.077 | 10.5
DHEEM_169HZ_MED | BASS_OPEN | 169.0 | 1.6, 2.3, 3.1 | 0.90 | 0.125 | 14.0
DHEEM_169HZ_FULL | BASS_OPEN | 169.0 | 1.6, 2.3, 3.1, 4.5 | 1.10 | 0.172 | 21.0
DHEEM_170HZ_SOFT | BASS_OPEN | 170.0 | 1.6, 2.3 | 0.68 | 0.050 | 11.0
DHEEM_170HZ_MED | BASS_OPEN | 170.0 | 1.6, 2.3, 3.1 | 0.94 | 0.080 | 14.8
DHEEM_170HZ_FULL | BASS_OPEN | 170.0 | 1.6, 2.3, 3.1, 4.5 | 1.15 | 0.100 | 22.2
DHEEM_171HZ_SOFT | BASS_OPEN | 171.0 | 1.6, 2.3 | 0.71 | 0.053 | 11.5
DHEEM_171HZ_MED | BASS_OPEN | 171.0 | 1.6, 2.3, 3.1 | 0.98 | 0.085 | 15.6
DHEEM_171HZ_FULL | BASS_OPEN | 171.0 | 1.6, 2.3, 3.1, 4.5 | 1.20 | 0.108 | 23.4
DHEEM_172HZ_SOFT | BASS_OPEN | 172.0 | 1.6, 2.3 | 0.74 | 0.056 | 8.0
DHEEM_172HZ_MED | BASS_OPEN | 172.0 | 1.6, 2.3, 3.1 | 1.02 | 0.090 | 10.0
DHEEM_172HZ_FULL | BASS_OPEN | 172.0 | 1.6, 2.3, 3.1, 4.5 | 1.25 | 0.116 | 15.0
DHEEM_173HZ_SOFT | BASS_OPEN | 173.0 | 1.6, 2.3 | 0.77 | 0.059 | 8.5
DHEEM_173HZ_MED | BASS_OPEN | 173.0 | 1.6, 2.3, 3.1 | 1.06 | 0.095 | 10.8
DHEEM_173HZ_FULL | BASS_OPEN | 173.0 | 1.6, 2.3, 3.1, 4.5 | 1.30 | 0.124 | 16.2
DHEEM_174HZ_SOFT | BASS_OPEN | 174.0 | 1.6, 2.3 | 0.80 | 0.062 | 9.0
DHEEM_174HZ_MED | BASS_OPEN | 174.0 | 1.6, 2.3, 3.1 | 1.10 | 0.100 | 11.6
DHEEM_174HZ_FULL | BASS_OPEN | 174.0 | 1.6, 2.3, 3.1, 4.5 | 1.35 | 0.132 | 17.4
DHEEM_175HZ_SOFT | BASS_OPEN | 175.0 | 1.6, 2.3 | 0.83 | 0.065 | 9.5
DHEEM_175HZ_MED | BASS_OPEN | 175.0 | 1.6, 2.3, 3.1 | 1.14 | 0.105 | 12.4
DHEEM_175HZ_FULL | BASS_OPEN | 175.0 | 1.6, 2.3, 3.1, 4.5 | 1.40 | 0.140 | 18.6
DHEEM_176HZ_SOFT | BASS_OPEN | 176.0 | 1.6, 2.3 | 0.50 | 0.068 | 10.0
DHEEM_176HZ_MED | BASS_OPEN | 176.0 | 1.6, 2.3, 3.1 | 0.70 | 0.110 | 13.2
DHEEM_176HZ_FULL | BASS_OPEN | 176.0 | 1.6, 2.3, 3.1, 4.5 | 0.85 | 0.148 | 19.8
DHEEM_177HZ_SOFT | BASS_OPEN | 177.0 | 1.6, 2.3 | 0.53 | 0.071 | 10.5
DHEEM_177HZ_MED | BASS_OPEN | 177.0 | 1.6, 2.3, 3.1 | 0.74 | 0.115 | 14.0
DHEEM_177HZ_FULL | BASS_OPEN | 177.0 | 1.6, 2.3, 3.1, 4.5 | 0.90 | 0.156 | 21.0
DHEEM_178HZ_SOFT | BASS_OPEN | 178.0 | 1.6, 2.3 | 0.56 | 0.074 | 11.0
DHEEM_178HZ_MED | BASS_OPEN | 178.0 | 1.6, 2.3, 3.1 | 0.78 | 0.120 | 14.8
DHEEM_178HZ_FULL | BASS_OPEN | 178.0 | 1.6, 2.3, 3.1, 4.5 | 0.95 | 0.164 | 22.2
DHEEM_179HZ_SOFT | BASS_OPEN | 179.0 | 1.6, 2.3 | 0.59 | 0.077 | 11.5
DHEEM_179HZ_MED | BASS_OPEN | 179.0 | 1.6, 2.3, 3.1 | 0.82 | 0.125 | 15.6
DHEEM_179HZ_FULL | BASS_OPEN | 179.0 | 1.6, 2.3, 3.1, 4.5 | 1.00 | 0.172 | 23.4
DHEEM_180HZ_SOFT | BASS_OPEN | 180.0 | 1.6, 2.3 | 0.62 | 0.050 | 8.0
DHEEM_180HZ_MED | BASS_OPEN | 180.0 | 1.6, 2.3, 3.1 | 0.86 | 0.080 | 10.0
DHEEM_180HZ_FULL | BASS_OPEN | 180.0 | 1.6, 2.3, 3.1, 4.5 | 1.05 | 0.100 | 15.0
DHEEM_181HZ_SOFT | BASS_OPEN | 181.0 | 1.6, 2.3 | 0.65 | 0.053 | 8.5
DHEEM_181HZ_MED | BASS_OPEN | 181.0 | 1.6, 2.3, 3.1 | 0.90 | 0.085 | 10.8
DHEEM_181HZ_FULL | BASS_OPEN | 181.0 | 1.6, 2.3, 3.1, 4.5 | 1.10 | 0.108 | 16.2
DHEEM_182HZ_SOFT | BASS_OPEN | 182.0 | 1.6, 2.3 | 0.68 | 0.056 | 9.0
DHEEM_182HZ_MED | BASS_OPEN | 182.0 | 1.6, 2.3, 3.1 | 0.94 | 0.090 | 11.6
DHEEM_182HZ_FULL | BASS_OPEN | 182.0 | 1.6, 2.3, 3.1, 4.5 | 1.15 | 0.116 | 17.4
DHEEM_183HZ_SOFT | BASS_OPEN | 183.0 | 1.6, 2.3 | 0.71 | 0.059 | 9.5
DHEEM_183HZ_MED | BASS_OPEN | 183.0 | 1.6, 2.3, 3.1 | 0.98 | 0.095 | 12.4
DHEEM_183HZ_FULL | BASS_OPEN | 183.0 | 1.6, 2.3, 3.1, 4.5 | 1.20 | 0.124 | 18.6
DHEEM_184HZ_SOFT | BASS_OPEN | 184.0 | 1.6, 2.3 | 0.74 | 0.062 | 10.0
DHEEM_184HZ_MED | BASS_OPEN | 184.0 | 1.6, 2.3, 3.1 | 1.02 | 0.100 | 13.2
DHEEM_184HZ_FULL | BASS_OPEN | 184.0 | 1.6, 2.3, 3.1, 4.5 | 1.25 | 0.132 | 19.8
DHEEM_185HZ_SOFT | BASS_OPEN | 185.0 | 1.6, 2.3 | 0.77 | 0.065 | 10.5
DHEEM_185HZ_MED | BASS_OPEN | 185.0 | 1.6, 2.3, 3.1 | 1.06 | 0.105 | 14.0
DHEEM_185HZ_FULL | BASS_OPEN | 185.0 | 1.6, 2.3, 3.1, 4.5 | 1.30 | 0.140 | 21.0
DHEEM_186HZ_SOFT | BASS_OPEN | 186.0 | 1.6, 2.3 | 0.80 | 0.068 | 11.0
DHEEM_186HZ_MED | BASS_OPEN | 186.0 | 1.6, 2.3, 3.1 | 1.10 | 0.110 | 14.8
DHEEM_186HZ_FULL | BASS_OPEN | 186.0 | 1.6, 2.3, 3.1, 4.5 | 1.35 | 0.148 | 22.2
DHEEM_187HZ_SOFT | BASS_OPEN | 187.0 | 1.6, 2.3 | 0.83 | 0.071 | 11.5
DHEEM_187HZ_MED | BASS_OPEN | 187.0 | 1.6, 2.3, 3.1 | 1.14 | 0.115 | 15.6
DHEEM_187HZ_FULL | BASS_OPEN | 187.0 | 1.6, 2.3, 3.1, 4.5 | 1.40 | 0.156 | 23.4
DHEEM_188HZ_SOFT | BASS_OPEN | 188.0 | 1.6, 2.3 | 0.50 | 0.074 | 8.0
DHEEM_188HZ_MED | BASS_OPEN | 188.0 | 1.6, 2.3, 3.1 | 0.70 | 0.120 | 10.0
DHEEM_188HZ_FULL | BASS_OPEN | 188.0 | 1.6, 2.3, 3.1, 4.5 | 0.85 | 0.164 | 15.0
DHEEM_189HZ_SOFT | BASS_OPEN | 189.0 | 1.6, 2.3 | 0.53 | 0.077 | 8.5
DHEEM_189HZ_MED | BASS_OPEN | 189.0 | 1.6, 2.3, 3.1 | 0.74 | 0.125 | 10.8
DHEEM_189HZ_FULL | BASS_OPEN | 189.0 | 1.6, 2.3, 3.1, 4.5 | 0.90 | 0.172 | 16.2
DHEEM_190HZ_SOFT | BASS_OPEN | 190.0 | 1.6, 2.3 | 0.56 | 0.050 | 9.0
DHEEM_190HZ_MED | BASS_OPEN | 190.0 | 1.6, 2.3, 3.1 | 0.78 | 0.080 | 11.6
DHEEM_190HZ_FULL | BASS_OPEN | 190.0 | 1.6, 2.3, 3.1, 4.5 | 0.95 | 0.100 | 17.4
DHEEM_191HZ_SOFT | BASS_OPEN | 191.0 | 1.6, 2.3 | 0.59 | 0.053 | 9.5
DHEEM_191HZ_MED | BASS_OPEN | 191.0 | 1.6, 2.3, 3.1 | 0.82 | 0.085 | 12.4
DHEEM_191HZ_FULL | BASS_OPEN | 191.0 | 1.6, 2.3, 3.1, 4.5 | 1.00 | 0.108 | 18.6
DHEEM_192HZ_SOFT | BASS_OPEN | 192.0 | 1.6, 2.3 | 0.62 | 0.056 | 10.0
DHEEM_192HZ_MED | BASS_OPEN | 192.0 | 1.6, 2.3, 3.1 | 0.86 | 0.090 | 13.2
DHEEM_192HZ_FULL | BASS_OPEN | 192.0 | 1.6, 2.3, 3.1, 4.5 | 1.05 | 0.116 | 19.8
DHEEM_193HZ_SOFT | BASS_OPEN | 193.0 | 1.6, 2.3 | 0.65 | 0.059 | 10.5
DHEEM_193HZ_MED | BASS_OPEN | 193.0 | 1.6, 2.3, 3.1 | 0.90 | 0.095 | 14.0
DHEEM_193HZ_FULL | BASS_OPEN | 193.0 | 1.6, 2.3, 3.1, 4.5 | 1.10 | 0.124 | 21.0
DHEEM_194HZ_SOFT | BASS_OPEN | 194.0 | 1.6, 2.3 | 0.68 | 0.062 | 11.0
DHEEM_194HZ_MED | BASS_OPEN | 194.0 | 1.6, 2.3, 3.1 | 0.94 | 0.100 | 14.8
DHEEM_194HZ_FULL | BASS_OPEN | 194.0 | 1.6, 2.3, 3.1, 4.5 | 1.15 | 0.132 | 22.2
DHEEM_195HZ_SOFT | BASS_OPEN | 195.0 | 1.6, 2.3 | 0.71 | 0.065 | 11.5
DHEEM_195HZ_MED | BASS_OPEN | 195.0 | 1.6, 2.3, 3.1 | 0.98 | 0.105 | 15.6
DHEEM_195HZ_FULL | BASS_OPEN | 195.0 | 1.6, 2.3, 3.1, 4.5 | 1.20 | 0.140 | 23.4
DHEEM_196HZ_SOFT | BASS_OPEN | 196.0 | 1.6, 2.3 | 0.74 | 0.068 | 8.0
DHEEM_196HZ_MED | BASS_OPEN | 196.0 | 1.6, 2.3, 3.1 | 1.02 | 0.110 | 10.0
DHEEM_196HZ_FULL | BASS_OPEN | 196.0 | 1.6, 2.3, 3.1, 4.5 | 1.25 | 0.148 | 15.0
DHEEM_197HZ_SOFT | BASS_OPEN | 197.0 | 1.6, 2.3 | 0.77 | 0.071 | 8.5
DHEEM_197HZ_MED | BASS_OPEN | 197.0 | 1.6, 2.3, 3.1 | 1.06 | 0.115 | 10.8
DHEEM_197HZ_FULL | BASS_OPEN | 197.0 | 1.6, 2.3, 3.1, 4.5 | 1.30 | 0.156 | 16.2
DHEEM_198HZ_SOFT | BASS_OPEN | 198.0 | 1.6, 2.3 | 0.80 | 0.074 | 9.0
DHEEM_198HZ_MED | BASS_OPEN | 198.0 | 1.6, 2.3, 3.1 | 1.10 | 0.120 | 11.6
DHEEM_198HZ_FULL | BASS_OPEN | 198.0 | 1.6, 2.3, 3.1, 4.5 | 1.35 | 0.164 | 17.4
DHEEM_199HZ_SOFT | BASS_OPEN | 199.0 | 1.6, 2.3 | 0.83 | 0.077 | 9.5
DHEEM_199HZ_MED | BASS_OPEN | 199.0 | 1.6, 2.3, 3.1 | 1.14 | 0.125 | 12.4
DHEEM_199HZ_FULL | BASS_OPEN | 199.0 | 1.6, 2.3, 3.1, 4.5 | 1.40 | 0.172 | 18.6
DHEEM_200HZ_SOFT | BASS_OPEN | 200.0 | 1.6, 2.3 | 0.50 | 0.050 | 10.0
DHEEM_200HZ_MED | BASS_OPEN | 200.0 | 1.6, 2.3, 3.1 | 0.70 | 0.080 | 13.2
DHEEM_200HZ_FULL | BASS_OPEN | 200.0 | 1.6, 2.3, 3.1, 4.5 | 0.85 | 0.100 | 19.8
DHEEM_201HZ_SOFT | BASS_OPEN | 201.0 | 1.6, 2.3 | 0.53 | 0.053 | 10.5
DHEEM_201HZ_MED | BASS_OPEN | 201.0 | 1.6, 2.3, 3.1 | 0.74 | 0.085 | 14.0
DHEEM_201HZ_FULL | BASS_OPEN | 201.0 | 1.6, 2.3, 3.1, 4.5 | 0.90 | 0.108 | 21.0
DHEEM_202HZ_SOFT | BASS_OPEN | 202.0 | 1.6, 2.3 | 0.56 | 0.056 | 11.0
DHEEM_202HZ_MED | BASS_OPEN | 202.0 | 1.6, 2.3, 3.1 | 0.78 | 0.090 | 14.8
DHEEM_202HZ_FULL | BASS_OPEN | 202.0 | 1.6, 2.3, 3.1, 4.5 | 0.95 | 0.116 | 22.2
DHEEM_203HZ_SOFT | BASS_OPEN | 203.0 | 1.6, 2.3 | 0.59 | 0.059 | 11.5
DHEEM_203HZ_MED | BASS_OPEN | 203.0 | 1.6, 2.3, 3.1 | 0.82 | 0.095 | 15.6
DHEEM_203HZ_FULL | BASS_OPEN | 203.0 | 1.6, 2.3, 3.1, 4.5 | 1.00 | 0.124 | 23.4
DHEEM_204HZ_SOFT | BASS_OPEN | 204.0 | 1.6, 2.3 | 0.62 | 0.062 | 8.0
DHEEM_204HZ_MED | BASS_OPEN | 204.0 | 1.6, 2.3, 3.1 | 0.86 | 0.100 | 10.0
